code,R,F,M,Àà±ð
14549,170,1,35,7
14550,154,1,156,3
14551,133,1,32,7
14552,92,1,187,3
14553,24,1,94,1
14554,170,1,79,7
14555,132,1,262,0
14556,133,1,87,7
14557,131,1,130,3
14558,13,1,40,1
14559,6,1,172,4
14560,170,1,84,7
14561,170,1,63,7
14562,72,1,36,1
14563,45,1,114,1
14564,122,1,30,7
14565,9,1,218,4
14566,167,1,87,7
14567,95,1,149,3
14568,14,1,69,1
14569,67,1,94,1
14570,73,1,95,1
14571,157,1,87,7
14572,2,1,264,4
14573,170,1,119,3
14574,30,1,149,4
14575,131,1,142,3
14576,167,1,151,3
14577,14,1,72,1
14578,163,1,84,7
14579,6,1,169,4
14580,170,1,79,7
14581,14,1,82,1
14582,132,1,87,7
14583,14,1,87,1
14584,150,1,235,0
14585,53,1,121,1
14586,4,1,149,4
14587,110,1,148,3
14588,72,1,157,4
14589,155,1,232,0
14590,73,1,146,4
14591,117,1,49,7
14592,105,2,136,2
14593,53,2,43.5,2
14594,133,1,155,3
14595,131,1,261,0
14596,152,1,38,7
14597,170,1,72,7
14598,158,1,200,0
14599,36,1,32,1
14600,170,1,84,7
14601,119,1,94,3
14602,133,1,219,0
14603,40,1,193,4
14604,95,1,180,3
14605,170,1,273,0
14606,170,1,250,0
14607,133,1,135,3
14608,152,1,89,7
14609,133,1,33,7
14610,169,2,137,2
14611,133,1,90,7
14612,133,1,111,3
14613,23,1,114,1
14614,83,2,48,2
14615,167,1,134,3
14616,133,1,33,7
14617,85,1,50,1
14618,122,1,49,7
14619,73,1,124,1
14620,170,1,114,7
14621,159,1,40,7
14622,117,1,144,3
14623,97,1,149,3
14624,170,1,46,7
14625,71,2,189,2
14626,111,1,156,3
14627,170,1,181,0
14628,160,1,236,0
14629,170,1,83,7
14630,9,1,84,1
14631,170,1,72,7
14632,170,1,69,7
14633,91,1,237,0
14634,162,1,33,7
14635,132,1,113,3
14636,81,1,49,1
14637,150,1,222,0
14638,92,1,94,3
14639,143,1,144,3
14640,169,1,328,0
14641,159,2,96,2
14642,7,2,182.5,2
14643,17,1,210,4
14644,170,1,65,7
14645,99,1,269,0
14646,166,1,200,0
14647,24,1,183,4
14648,170,1,122,3
14649,6,1,44,1
14650,92,1,94,3
14651,9,2,35,2
14652,155,1,112,3
14653,41,1,159,4
14654,72,1,89,1
14655,101,2,113,2
14656,170,1,79,7
14657,73,1,118,1
14658,60,1,118,1
14659,11,1,45,1
14660,152,1,63,7
14661,31,1,40,1
14662,170,1,84,7
14663,133,1,106,3
14664,62,1,259,4
14665,92,1,99,3
14666,92,1,34,1
14667,170,1,51,7
14668,133,1,32,7
14669,170,1,189,0
14670,73,1,248,4
14671,170,1,140,3
14672,133,1,138,3
14673,136,1,157,3
14674,34,1,129,1
14675,14,1,34,1
14676,150,1,46,7
14677,5,1,111,1
14678,36,1,74,1
14679,4,1,49,1
14680,91,1,94,3
14681,170,1,72,7
14682,11,1,64,1
14683,71,2,119,2
14684,62,1,94,1
14685,84,1,64,1
14686,170,1,136,3
14687,14,1,34,1
14688,133,1,41,7
14689,116,1,313,0
14690,90,1,198,4
14691,170,1,34,7
14692,133,1,174,3
14693,170,1,79,7
14694,170,1,263,0
14695,92,4,87.75,6
14696,168,1,33,7
14697,170,1,79,7
14698,151,1,34,7
14699,73,1,87,1
14700,152,1,158,3
14701,169,1,236,0
14702,14,2,54.5,2
14703,121,1,94,3
14704,170,1,79,7
14705,133,1,125,3
14706,170,1,63,7
14707,159,1,42,7
14708,90,1,230,0
14709,156,1,157,3
14710,133,1,271,0
14711,150,1,47,7
14712,7,1,158,4
14713,5,1,38,1
14714,73,1,119,1
14715,164,1,79,7
14716,150,1,274,0
14717,169,1,89,7
14718,57,1,168,4
14719,133,1,134,3
14720,133,1,87,7
14721,164,1,225,0
14722,133,1,198,0
14723,170,1,89,7
14724,28,1,207,4
14725,131,1,338,0
14726,91,2,42,2
14727,170,1,235,0
14728,36,1,36,1
14729,53,1,229,4
14730,49,1,61,1
14731,43,1,261,4
14732,153,1,222,0
14733,115,1,144,3
14734,170,1,180,0
14735,8,1,161,4
14736,11,1,168,4
14737,162,1,72,7
14738,140,1,161,3
14739,170,1,74,7
14740,28,1,185,4
14741,165,1,258,0
14742,161,1,84,7
14743,133,1,87,7
14744,13,1,85,1
14745,155,1,39,7
14746,157,1,84,7
14747,17,3,86.66666667,6
14748,166,1,256,0
14749,96,1,50,7
14750,167,1,30,7
14751,49,1,144,4
14752,133,1,95,7
14753,165,1,247,0
14754,170,1,79,7
14755,102,1,127,3
14756,131,1,253,0
14757,80,1,149,3
14758,133,1,212,0
14759,151,2,71.5,2
14760,56,1,90,1
14761,73,1,277,4
14762,133,1,103,3
14763,170,1,89,7
14764,21,1,135,1
14765,97,1,210,0
14766,170,1,171,3
14767,152,1,65,7
14768,133,1,344,0
14769,6,1,109,1
14770,170,1,74,7
14771,165,1,182,0
14772,167,1,79,7
14773,133,1,87,7
14774,133,1,87,7
14775,159,1,64,7
14776,73,1,241,4
14777,167,1,195,0
14778,133,1,87,7
14779,158,1,64,7
14780,146,1,188,0
14781,72,1,147,4
14782,170,1,103,7
14783,27,1,135,1
14784,143,1,247,0
14785,133,1,121,3
14786,133,1,123,3
14787,170,1,39,7
14788,170,1,82,7
14789,133,1,256,0
14790,169,1,64,7
14791,14,1,84,1
14792,14,1,173,4
14793,99,1,235,0
14794,13,1,173,4
14795,153,2,130,2
14796,41,2,86.5,2
14797,170,1,170,3
14798,163,1,267,0
14799,133,1,87,7
14800,161,1,249,0
14801,11,1,37,1
14802,121,1,99,3
14803,138,1,40,7
14804,170,1,79,7
14805,14,1,80,1
14806,71,1,89,1
14807,14,1,41,1
14808,72,2,49,2
14809,133,1,198,0
14810,89,1,230,0
14811,140,1,144,3
14812,161,1,89,7
14813,13,1,89,1
14814,157,1,114,3
14815,73,2,125,2
14816,39,1,144,4
14817,6,1,93,1
14818,24,1,94,1
14819,47,1,40,1
14820,27,1,39,1
14821,167,1,30,7
14822,43,1,263,4
14823,59,1,170,4
14824,153,1,83,7
14825,112,1,223,0
14826,151,1,177,3
14827,170,1,66,7
14828,29,1,264,4
14829,71,1,87,1
14830,51,1,139,4
14831,73,1,141,3
14832,17,1,260,4
14833,170,1,74,7
14834,23,1,34,1
14835,170,1,72,7
14836,73,1,95,1
14837,8,1,84,1
14838,151,1,63,7
14839,158,1,179,3
14840,11,1,225,4
14841,159,1,30,7
14842,14,1,84,1
14843,127,1,119,3
14844,170,1,138,3
14845,101,1,94,3
14846,14,2,153,2
14847,151,1,230,0
14848,14,1,82,1
14849,29,1,40,1
14850,154,1,153,3
14851,110,1,144,3
14852,36,1,30,1
14853,23,1,49,1
14854,133,1,213,0
14855,170,1,63,7
14856,170,1,172,3
14857,12,1,49,1
14858,132,1,60,7
14859,131,1,246,0
14860,143,1,156,3
14861,51,1,227,4
14862,170,1,110,7
14863,68,1,94,1
14864,133,1,87,7
14865,1,1,192,4
14866,157,1,63,7
14867,5,3,178.6666667,6
14868,170,1,145,3
14869,154,1,45,7
14870,73,1,99,1
14871,24,1,216,4
14872,163,1,43,7
14873,170,1,74,7
14874,170,1,157,3
14875,164,1,35,7
14876,45,1,49,1
14877,91,1,94,3
14878,18,1,32,1
14879,128,1,199,0
14880,24,2,40,2
14881,71,1,168,4
14882,5,1,231,4
14883,73,1,143,4
14884,35,1,99,1
14885,99,1,186,3
14886,170,1,200,0
14887,166,1,178,3
14888,108,1,49,7
14889,141,1,49,7
14890,18,1,255,4
14891,109,1,167,3
14892,63,1,144,4
14893,27,2,113,2
14894,159,1,51,7
14895,22,2,150.5,2
14896,64,1,149,4
14897,170,1,82,7
14898,170,1,33,7
14899,131,1,238,0
14900,43,1,37,1
14901,170,1,79,7
14902,153,1,87,7
14903,62,1,139,4
14904,170,1,239,0
14905,101,3,212.3333333,6
14906,11,1,106,1
14907,133,1,89,7
14908,133,1,33,7
14909,170,1,127,3
14910,99,1,186,3
14911,33,2,61.5,2
14912,18,1,45,1
14913,152,1,182,0
14914,66,1,214,4
14915,170,1,65,7
14916,18,1,120,1
14917,71,1,41,1
14918,133,1,102,3
14919,117,1,144,3
14920,105,1,32,7
14921,162,1,235,0
14922,167,1,89,7
14923,14,1,216,4
14924,92,1,94,3
14925,11,1,124,1
14926,13,1,146,4
14927,24,2,146,2
14928,163,1,146,3
14929,122,2,141.5,2
14930,102,1,94,3
14931,36,1,94,1
14932,11,3,205,6
14933,72,1,58,1
14934,170,1,87,7
14935,131,1,142,3
14936,1,1,170,4
14937,170,1,79,7
14938,47,1,140,4
14939,19,1,113,1
14940,170,1,179,0
14941,131,1,192,0
14942,133,2,206,2
14943,131,1,244,0
14944,133,1,87,7
14945,35,1,99,1
14946,34,1,56,1
14947,133,1,87,7
14948,164,1,40,7
14949,92,1,220,0
14950,92,1,94,3
14951,8,1,247,4
14952,114,1,180,3
14953,139,1,53,7
14954,170,1,34,7
14955,128,1,234,0
14956,170,1,79,7
14957,170,1,219,0
14958,133,1,33,7
14959,33,1,30,1
14960,170,1,82,7
14961,5,1,179,4
14962,15,2,150.5,2
14963,155,1,63,7
14964,8,1,44,1
14965,114,1,144,3
14966,53,1,114,1
14967,81,1,40,1
14968,155,1,72,7
14969,168,1,87,7
14970,133,1,208,0
14971,170,1,79,7
14972,155,1,190,0
14973,132,1,222,0
14974,24,1,202,4
14975,107,1,122,3
14976,62,1,60,1
14977,73,1,46,1
14978,122,1,94,3
14979,111,1,34,7
14980,33,1,94,1
14981,170,1,94,7
14982,170,1,125,3
14983,16,1,151,4
14984,133,1,215,0
14985,152,1,216,0
14986,161,1,35,7
14987,37,1,218,4
14988,130,1,144,3
14989,14,1,63,1
14990,170,1,111,7
14991,1,1,252,4
14992,121,1,30,7
14993,133,1,164,3
14994,170,1,82,7
14995,45,1,124,1
14996,152,1,72,7
14997,132,1,89,7
14998,170,1,132,3
14999,73,1,145,4
15000,141,1,193,0
15001,10,1,30,1
15002,145,1,107,3
15003,34,1,89,1
15004,0,3,58.66666667,6
15005,170,1,87,7
15006,141,1,168,3
15007,145,1,186,0
15008,14,2,163.5,2
15009,170,1,155,3
15010,12,1,129,1
15011,166,2,100,2
15012,71,1,46,1
15013,170,1,62,7
15014,170,1,74,7
15015,96,1,190,3
15016,170,1,195,0
15017,89,1,34,1
15018,170,1,69,7
15019,73,1,87,1
15020,42,1,203,4
15021,6,1,84,1
15022,14,1,79,1
15023,160,1,87,7
15024,151,1,65,7
15025,133,1,219,0
15026,133,1,235,0
15027,105,1,48,7
15028,117,1,144,3
15029,39,2,106.5,2
15030,73,1,33,1
15031,161,1,34,7
15032,73,1,45,1
15033,36,1,34,1
15034,162,1,72,7
15035,139,1,255,0
15036,170,1,205,0
15037,157,1,270,0
15038,32,1,200,4
15039,159,1,225,0
15040,14,1,84,1
15041,158,1,49,7
15042,73,1,223,4
15043,170,1,84,7
15044,58,1,170,4
15045,26,2,54.5,2
15046,41,1,189,4
15047,155,1,207,0
15048,163,1,268,0
15049,170,1,63,7
15050,166,1,81,7
15051,73,1,154,4
15052,162,1,64,7
15053,71,1,119,1
15054,47,1,134,1
15055,170,1,65,7
15056,52,1,46,1
15057,12,1,31,1
15058,170,1,87,7
15059,127,1,34,7
15060,102,1,49,7
15061,127,1,137,3
15062,170,1,30,7
15063,14,1,34,1
15064,10,1,44,1
15065,16,1,221,4
15066,154,1,45,7
15067,157,1,63,7
15068,161,2,125,2
15069,73,1,87,1
15070,170,1,69,7
15071,42,1,144,4
15072,133,1,87,7
15073,73,1,87,1
15074,71,2,65,2
15075,13,1,258,4
15076,152,2,210,2
15077,47,1,222,4
15078,133,1,87,7
15079,8,1,32,1
15080,133,1,87,7
15081,0,1,74,1
15082,102,1,116,3
15083,11,1,51,1
15084,133,1,187,0
15085,116,1,40,7
15086,133,1,97,7
15087,9,1,64,1
15088,46,1,95,1
15089,14,1,63,1
15090,158,1,82,7
15091,170,1,69,7
15092,14,1,294,4
15093,101,1,213,0
15094,51,1,171,4
15095,108,1,44,7
15096,133,1,140,3
15097,45,1,44,1
15098,170,1,79,7
15099,133,1,87,7
15100,10,3,42.33333333,6
15101,24,1,94,1
15102,13,3,193.3333333,6
15103,53,1,108,1
15104,72,2,380,2
15105,69,1,45,1
15106,73,1,223,4
15107,90,1,236,0
15108,170,1,196,0
15109,10,1,168,4
15110,37,1,94,1
15111,170,1,72,7
15112,164,1,190,0
15113,170,1,307,0
15114,92,1,164,3
15115,106,1,49,7
15116,52,1,89,1
15117,131,1,89,7
15118,73,1,232,4
15119,133,1,31,7
15120,133,2,155,2
15121,84,1,173,4
15122,7,1,39,1
15123,170,1,65,7
15124,133,1,65,7
15125,155,1,219,0
15126,170,1,72,7
15127,23,1,89,1
15128,73,2,112.5,2
15129,151,1,34,7
15130,92,1,94,3
15131,6,2,219,2
15132,133,1,116,3
15133,131,1,87,7
15134,100,1,49,7
15135,14,1,196,4
15136,154,1,111,3
15137,27,1,49,1
15138,105,1,66,7
15139,131,2,196,2
15140,102,1,30,7
15141,23,1,121,1
15142,127,1,111,3
15143,163,1,164,3
15144,73,1,232,4
15145,163,1,144,3
15146,48,1,201,4
15147,47,1,264,4
15148,132,1,80,7
15149,37,1,124,1
15150,13,1,246,4
15151,161,1,34,7
15152,133,1,237,0
15153,12,1,74,1
15154,160,1,254,0
15155,98,2,230,2
15156,170,1,64,7
15157,133,1,242,0
15158,68,1,34,1
15159,1,1,104,1
15160,86,1,120,3
15161,153,1,220,0
15162,109,1,210,0
15163,133,1,199,0
15164,9,1,69,1
15165,166,1,89,7
15166,170,1,30,7
15167,37,3,83.66666667,6
15168,117,1,258,0
15169,164,1,63,7
15170,131,1,193,0
15171,157,1,187,0
15172,92,1,119,3
15173,170,1,74,7
15174,165,1,260,0
15175,131,1,87,7
15176,170,1,98,7
15177,148,1,144,3
15178,127,1,94,7
15179,170,1,84,7
15180,14,1,142,4
15181,30,1,38,1
15182,118,1,188,3
15183,170,1,79,7
15184,50,1,268,4
15185,11,1,162,4
15186,37,1,94,1
15187,165,1,64,7
15188,11,1,268,4
15189,72,1,60,1
15190,102,1,94,3
15191,35,2,32.5,2
15192,170,1,87,7
15193,26,2,124,2
15194,133,1,208,0
15195,81,1,218,4
15196,102,1,49,7
15197,158,1,87,7
15198,34,1,34,1
15199,35,1,113,1
15200,9,3,94,6
15201,154,1,63,7
15202,170,1,193,0
15203,155,1,63,7
15204,95,1,144,3
15205,34,1,44,1
15206,68,1,42,1
15207,170,1,53,7
15208,73,1,87,1
15209,43,1,217,4
15210,14,2,91,2
15211,90,1,213,0
15212,111,1,130,3
15213,167,1,30,7
15214,42,1,156,4
15215,18,1,265,4
15216,14,1,79,1
15217,166,1,31,7
15218,170,1,62,7
15219,170,1,65,7
15220,170,1,110,7
15221,19,1,157,4
15222,92,1,147,3
15223,63,2,139.5,2
15224,170,1,166,3
15225,36,1,262,4
15226,11,1,60,1
15227,126,1,217,0
15228,170,1,239,0
15229,168,2,73,2
15230,108,1,149,3
15231,14,1,136,1
15232,133,1,87,7
15233,133,1,255,0
15234,73,1,33,1
15235,95,1,149,3
15236,73,1,99,1
15237,170,1,73,7
15238,170,1,133,3
15239,102,1,34,7
15240,34,1,192,4
15241,121,1,254,0
15242,128,1,99,3
15243,170,1,63,7
15244,160,1,122,3
15245,170,1,64,7
15246,122,1,139,3
15247,167,1,72,7
15248,68,1,78,1
15249,23,1,76,1
15250,170,1,137,3
15251,131,1,302,0
15252,73,2,122,2
15253,10,1,169,4
15254,164,1,32,7
15255,133,2,194,2
15256,12,2,65,2
15257,83,1,149,3
15258,128,1,49,7
15259,14,1,63,1
15260,170,1,65,7
15261,133,1,89,7
15262,133,1,100,3
15263,133,1,87,7
15264,170,1,102,7
15265,37,1,134,1
15266,133,1,140,3
15267,168,1,111,7
15268,133,1,150,3
15269,49,1,234,4
15270,133,2,133,2
15271,170,1,31,7
15272,170,1,184,0
15273,8,1,195,4
15274,133,1,31,7
15275,170,1,84,7
15276,98,1,119,3
15277,101,1,175,3
15278,133,1,235,0
15279,132,1,258,0
15280,127,1,94,7
15281,158,1,218,0
15282,136,1,40,7
15283,170,1,33,7
15284,17,1,124,1
15285,14,1,75,1
15286,14,1,71,1
15287,22,1,149,4
15288,133,1,247,0
15289,73,1,44,1
15290,133,1,33,7
15291,11,1,244,4
15292,102,1,34,7
15293,170,1,84,7
15294,132,1,89,7
15295,7,1,133,1
15296,29,1,271,4
15297,73,1,143,4
15298,170,1,206,0
15299,133,1,87,7
15300,33,1,41,1
15301,92,1,238,0
15302,155,1,72,7
15303,35,1,94,1
15304,14,1,181,4
15305,30,1,199,4
15306,151,1,87,7
15307,166,1,84,7
15308,162,1,34,7
15309,158,1,63,7
15310,92,2,190,2
15311,33,1,94,1
15312,170,1,209,0
15313,14,1,79,1
15314,14,1,82,1
15315,133,1,121,3
15316,70,1,250,4
15317,101,1,139,3
15318,70,1,179,4
15319,133,2,72.5,2
15320,107,1,182,3
15321,158,1,124,3
15322,3,1,128,1
15323,18,2,33,2
15324,107,1,73,7
15325,101,1,30,7
15326,170,1,74,7
15327,37,1,269,4
15328,131,1,204,0
15329,133,1,35,7
15330,170,1,245,0
15331,158,1,37,7
15332,154,1,440,0
15333,158,1,65,7
15334,162,1,40,7
15335,34,1,99,1
15336,39,1,129,1
15337,73,1,232,4
15338,6,1,257,4
15339,158,1,79,7
15340,170,1,64,7
15341,170,1,208,0
15342,29,1,124,1
15343,170,1,34,7
15344,73,3,152.6666667,6
15345,151,1,263,0
15346,170,1,30,7
15347,160,1,140,3
15348,170,1,30,7
15349,73,1,178,4
15350,10,1,82,1
15351,73,1,89,1
15352,154,1,114,3
15353,92,1,34,1
15354,73,1,87,1
15355,14,1,72,1
15356,133,1,48,7
15357,170,1,38,7
15358,13,1,31,1
15359,154,1,72,7
15360,1,1,182,4
15361,14,1,234,4
15362,133,1,33,7
15363,156,1,273,0
15364,159,1,208,0
15365,101,1,99,3
15366,99,2,215.5,2
15367,24,1,111,1
15368,170,1,30,7
15369,50,1,144,4
15370,14,1,72,1
15371,97,1,40,7
15372,23,1,221,4
15373,139,1,140,3
15374,62,2,85,2
15375,81,1,195,4
15376,91,1,113,3
15377,170,1,32,7
15378,140,1,73,7
15379,170,1,37,7
15380,158,1,49,7
15381,118,1,168,3
15382,168,1,126,3
15383,14,1,207,4
15384,139,1,124,3
15385,73,1,178,4
15386,131,1,32,7
15387,170,1,154,3
15388,170,1,226,0
15389,13,1,63,1
15390,35,1,99,1
15391,24,1,410,4
15392,8,1,109,1
15393,151,1,181,3
15394,170,1,228,0
15395,56,1,149,4
15396,92,1,240,0
15397,53,1,44,1
15398,51,1,255,4
15399,10,1,65,1
15400,91,2,30,2
15401,17,1,144,4
15402,34,1,267,4
15403,12,1,221,4
15404,7,1,122,1
15405,6,1,164,4
15406,14,1,135,1
15407,141,1,73,7
15408,164,1,176,3
15409,122,1,94,3
15410,133,1,89,7
15411,73,3,138.6666667,6
15412,14,1,247,4
15413,37,3,110.6666667,6
15414,170,1,244,0
15415,144,1,39,7
15416,110,1,49,7
15417,121,1,166,3
15418,131,1,33,7
15419,92,1,94,3
15420,127,1,30,7
15421,113,1,139,3
15422,24,2,50.5,2
15423,18,1,48,1
15424,13,1,149,4
15425,91,1,94,3
15426,37,2,32.5,2
15427,53,1,138,4
15428,151,1,87,7
15429,18,1,181,4
15430,113,1,201,0
15431,124,1,122,3
15432,11,1,194,4
15433,10,1,37,1
15434,114,1,144,3
15435,154,1,234,0
15436,170,1,74,7
15437,158,1,63,7
15438,133,2,87.5,2
15439,34,1,157,4
15440,150,1,167,3
15441,154,1,61,7
15442,24,1,94,1
15443,169,1,98,7
15444,170,1,190,0
15445,151,1,34,7
15446,170,1,87,7
15447,122,1,119,3
15448,159,1,63,7
15449,153,1,36,7
15450,152,1,72,7
15451,133,1,245,0
15452,71,2,235.5,2
15453,132,1,117,3
15454,14,1,213,4
15455,133,1,47,7
15456,8,1,83,1
15457,170,1,63,7
15458,133,1,87,7
15459,168,1,200,0
15460,133,1,63,7
15461,170,1,72,7
15462,97,2,149,2
15463,133,1,47,7
15464,83,1,92,1
15465,28,1,145,4
15466,89,2,55,2
15467,51,1,210,4
15468,170,1,82,7
15469,122,1,34,7
15470,102,1,250,0
15471,159,1,146,3
15472,98,1,149,3
15473,167,1,66,7
15474,165,1,67,7
15475,133,2,198.5,2
15476,14,2,75.5,2
15477,117,1,152,3
15478,170,1,98,7
15479,154,1,68,7
15480,34,1,34,1
15481,170,1,82,7
15482,170,1,72,7
15483,68,1,30,1
15484,73,1,33,1
15485,73,1,72,1
15486,28,1,49,1
15487,167,1,30,7
15488,24,1,124,1
15489,170,1,84,7
15490,111,2,159,2
15491,170,1,82,7
15492,73,1,170,4
15493,72,1,240,4
15494,19,1,159,4
15495,73,1,169,4
15496,170,1,159,3
15497,33,1,89,1
15498,49,1,40,1
15499,107,1,268,0
15500,23,1,139,4
15501,14,2,77.5,2
15502,19,1,32,1
15503,11,1,45,1
15504,14,1,175,4
15505,168,1,132,3
15506,162,1,79,7
15507,153,1,64,7
15508,13,1,31,1
15509,81,1,166,4
15510,170,1,82,7
15511,133,1,33,7
15512,5,1,37,1
15513,11,1,108,1
15514,105,1,178,3
15515,170,1,130,3
15516,170,1,147,3
15517,133,1,70,7
15518,18,1,94,1
15519,155,1,109,7
15520,33,1,34,1
15521,0,1,80,1
15522,116,1,258,0
15523,8,1,124,1
15524,14,1,82,1
15525,50,1,137,4
15526,73,1,258,4
15527,14,2,142.5,2
15528,102,1,178,3
15529,131,1,33,7
15530,167,1,67,7
15531,170,1,256,0
15532,13,1,180,4
15533,110,1,37,7
15534,133,1,87,7
15535,19,1,169,4
15536,170,1,63,7
15537,163,1,179,3
15538,10,2,167.5,2
15539,12,2,142.5,2
15540,133,1,149,3
15541,156,1,64,7
15542,133,1,87,7
15543,169,1,197,0
15544,165,1,258,0
15545,122,1,94,3
15546,86,1,34,1
15547,111,1,40,7
15548,73,1,87,1
15549,144,1,214,0
15550,155,1,150,3
15551,108,1,261,0
15552,10,1,246,4
15553,150,1,127,3
15554,0,1,79,1
15555,37,1,34,1
15556,170,1,31,7
15557,170,1,94,7
15558,29,1,32,1
15559,162,1,275,0
15560,165,1,206,0
15561,102,2,144.5,2
15562,163,2,127,2
15563,170,1,63,7
15564,92,1,139,3
15565,167,1,65,7
15566,14,2,89,2
15567,109,1,189,3
15568,88,1,135,3
15569,131,1,40,7
15570,16,1,155,4
15571,1,3,187,6
15572,129,2,88.5,2
15573,101,1,30,7
15574,7,1,54,1
15575,152,1,63,7
15576,52,1,149,4
15577,45,2,115,2
15578,170,1,84,7
15579,14,1,34,1
15580,14,1,189,4
15581,18,1,189,4
15582,71,1,30,1
15583,166,1,79,7
15584,9,1,84,1
15585,30,1,136,1
15586,34,1,99,1
15587,101,1,34,7
15588,8,1,82,1
15589,132,1,149,3
15590,133,1,176,3
15591,170,1,64,7
15592,101,1,220,0
15593,170,1,135,3
15594,133,1,269,0
15595,52,1,96,1
15596,91,1,236,0
15597,11,1,49,1
15598,62,1,94,1
15599,14,1,193,4
15600,131,1,89,7
15601,170,1,68,7
15602,132,1,89,7
15603,113,1,219,0
15604,72,1,158,4
15605,12,1,205,4
15606,156,1,34,7
15607,170,1,99,7
15608,41,1,149,4
15609,10,1,32,1
15610,113,1,130,3
15611,37,1,238,4
15612,19,3,130,6
15613,90,1,114,3
15614,71,1,142,4
15615,24,1,30,1
15616,73,1,252,4
15617,109,1,168,3
15618,37,1,34,1
15619,0,2,95.5,2
15620,12,1,198,4
15621,170,1,140,3
15622,70,1,216,4
15623,103,1,149,3
15624,161,1,210,0
15625,24,1,40,1
15626,102,4,105.25,6
15627,73,1,87,1
15628,14,1,108,1
15629,170,1,72,7
15630,131,1,235,0
15631,73,1,104,1
15632,68,2,152.5,2
15633,112,1,168,3
15634,73,1,145,4
15635,153,1,257,0
15636,162,1,49,7
15637,14,1,175,4
15638,35,1,92,1
15639,53,1,89,1
15640,91,1,49,1
15641,153,1,40,7
15642,14,1,49,1
15643,73,1,87,1
15644,0,1,31,1
15645,170,2,214.5,2
15646,45,1,134,1
15647,92,1,159,3
15648,133,1,218,0
15649,131,1,114,3
15650,18,3,194.3333333,6
15651,14,1,65,1
15652,170,1,51,7
15653,109,1,144,3
15654,132,1,158,3
15655,160,1,179,3
15656,14,1,82,1
15657,160,1,49,7
15658,166,1,87,7
15659,14,1,50,1
15660,170,1,82,7
15661,109,1,65,7
15662,167,1,205,0
15663,131,1,219,0
15664,155,1,82,7
15665,18,1,34,1
15666,133,1,151,3
15667,46,2,39.5,2
15668,33,1,123,1
15669,155,1,145,3
15670,72,1,99,1
15671,167,1,204,0
15672,133,1,129,3
15673,161,1,57,7
15674,73,1,81,1
15675,10,1,72,1
15676,85,1,65,1
15677,50,1,124,1
15678,158,2,82,2
15679,133,2,116,2
15680,154,1,221,0
15681,170,1,84,7
15682,133,1,72,7
15683,170,1,251,0
15684,7,1,31,1
15685,126,1,94,7
15686,170,1,210,0
15687,101,1,94,3
15688,43,1,44,1
15689,133,1,289,0
15690,114,1,49,7
15691,165,1,132,3
15692,132,1,63,7
15693,73,2,134.5,2
15694,91,1,161,3
15695,170,1,82,7
15696,101,1,177,3
15697,73,1,52,1
15698,16,1,234,4
15699,84,1,49,1
15700,170,1,79,7
15701,14,1,170,4
15702,155,1,148,3
15703,33,1,74,1
15704,131,1,237,0
15705,170,1,64,7
15706,92,1,94,3
15707,170,1,212,0
15708,35,1,210,4
15709,152,1,31,7
15710,156,1,84,7
15711,166,1,74,7
15712,91,1,212,0
15713,50,1,51,1
15714,133,1,125,3
15715,155,1,85,7
15716,73,1,87,1
15717,170,1,30,7
15718,37,1,94,1
15719,117,1,40,7
15720,156,1,213,0
15721,133,1,54,7
15722,91,1,190,3
15723,71,1,87,1
15724,62,1,144,4
15725,106,1,193,0
15726,89,1,202,4
15727,50,2,172,2
15728,165,1,87,7
15729,133,1,182,3
15730,72,1,201,4
15731,68,1,83,1
15732,133,1,87,7
15733,111,1,40,7
15734,3,1,42,1
15735,170,1,263,0
15736,144,1,254,0
15737,166,2,34,2
15738,133,1,87,7
15739,62,1,34,1
15740,9,1,40,1
15741,170,1,84,7
15742,169,1,32,7
15743,161,1,149,3
15744,71,1,139,4
15745,73,1,146,4
15746,43,1,261,4
15747,166,1,255,0
15748,159,1,64,7
15749,92,1,94,3
15750,5,1,87,1
15751,62,1,159,4
15752,13,1,63,1
15753,168,1,89,7
15754,9,1,34,1
15755,162,1,82,7
15756,170,1,72,7
15757,160,1,63,7
15758,9,2,41.5,2
15759,58,1,123,1
15760,154,2,148,2
15761,166,1,124,3
15762,133,1,87,7
15763,133,1,228,0
15764,153,1,118,3
15765,100,1,183,3
15766,127,1,30,7
15767,170,1,30,7
15768,133,1,143,3
15769,18,1,34,1
15770,118,1,123,3
15771,10,1,85,1
15772,170,1,74,7
15773,73,1,148,4
15774,73,1,89,1
15775,161,1,72,7
15776,14,1,180,4
15777,154,1,49,7
15778,170,1,82,7
15779,8,1,134,1
15780,87,1,68,1
15781,133,1,87,7
15782,132,1,191,0
15783,35,1,34,1
15784,133,2,58.5,2
15785,132,1,143,3
15786,12,1,200,4
15787,170,1,64,7
15788,92,1,139,3
15789,100,1,144,3
15790,37,1,34,1
15791,133,1,161,3
15792,1,1,88,1
15793,140,1,144,3
15794,170,1,42,7
15795,132,1,87,7
15796,4,1,34,1
15797,52,1,198,4
15798,167,1,41,7
15799,59,1,212,4
15800,126,2,49,2
15801,14,1,79,1
15802,110,2,57,2
15803,73,1,33,1
15804,133,1,190,0
15805,92,1,94,3
15806,170,1,79,7
15807,0,2,68.5,2
15808,170,1,119,3
